Maximum Infected,Eigenvalue 1,Eigenvalue 2,Eigenvalue 3,Eigenvalue 4,Eigenvalue 5,Eigenvalue 6,Eigenvalue 7,Eigenvalue 8,Eigenvalue 9,Eigenvalue 10,Eigenvalue 11,Eigenvalue 12,Eigenvalue 13,Eigenvalue 14,Eigenvalue 15,Eigenvalue 16,Eigenvalue 17,Eigenvalue 18,Eigenvalue 19,Eigenvalue 20,Eigenvalue 21,Eigenvalue 22,Eigenvalue 23,Eigenvalue 24,Eigenvalue 25,Eigenvalue 26,Eigenvalue 27,Eigenvalue 28,Eigenvalue 29,Eigenvalue 30,Eigenvalue 31,Eigenvalue 32,Eigenvalue 33,Eigenvalue 34,Eigenvalue 35,Eigenvalue 36,Eigenvalue 37,Eigenvalue 38,Eigenvalue 39,Eigenvalue 40,Eigenvalue 41,Eigenvalue 42,Eigenvalue 43,Eigenvalue 44,Eigenvalue 45,Eigenvalue 46,Eigenvalue 47,Eigenvalue 48,Eigenvalue 49,Eigenvalue 50,Eigenvalue 51,Eigenvalue 52,Eigenvalue 53,Eigenvalue 54,Eigenvalue 55,Eigenvalue 56,Eigenvalue 57,Eigenvalue 58,Eigenvalue 59,Eigenvalue 60,Eigenvalue 61,Eigenvalue 62,Eigenvalue 63,Eigenvalue 64,Eigenvalue 65,Eigenvalue 66,Eigenvalue 67,Eigenvalue 68,Eigenvalue 69,Eigenvalue 70,Eigenvalue 71,Eigenvalue 72,Eigenvalue 73,Eigenvalue 74,Eigenvalue 75,Eigenvalue 76,Eigenvalue 77,Eigenvalue 78,Eigenvalue 79,Eigenvalue 80,Eigenvalue 81,Eigenvalue 82,Eigenvalue 83,Eigenvalue 84,Eigenvalue 85,Eigenvalue 86,Eigenvalue 87,Eigenvalue 88,Eigenvalue 89,Eigenvalue 90,Eigenvalue 91,Eigenvalue 92,Eigenvalue 93,Eigenvalue 94,Eigenvalue 95,Eigenvalue 96,Eigenvalue 97,Eigenvalue 98,Eigenvalue 99,Eigenvalue 100
1.0,1.1102230246251565e-16,0.008627183499952285,0.008821792734932443,0.008944819749815203,0.009184876748072668,0.009366943283125595,0.009844824159268017,0.010006746665300659,0.010907730376053193,0.011356351581123136,0.732800185626056,0.7332935635821407,0.7342464964032376,0.734406352245092,0.7347433971727779,0.7355451713731056,0.7356601922830972,0.7358845637524749,0.7360654879371211,0.736225484384754,0.7364812592025085,0.7365779843858246,0.7369812494264331,0.7370648237797672,0.7375592960640143,0.7377154027313276,0.7380916876735997,0.7383487453638354,0.7385520757114703,0.7389514746557766,0.739262941254606,0.7393243371879312,0.7393472671867362,0.7395184171758293,0.7396899740054979,0.740239681641938,0.7402456637152517,0.7405165890585066,0.7406190114905826,0.7407586041434333,0.7411331683695823,0.7412402933239608,0.7412426983466833,0.7415124486883975,0.7416832392833841,0.7417336818813852,0.7421327110970709,0.7421609461543619,0.7421918177271072,0.7422858400291346,0.7426509282344478,0.742945993430899,0.7432763695837353,0.7434939025606953,0.7435961425261781,0.7438527921439431,0.7439672219903467,0.7442101066214248,0.7442451524804623,0.7442767217643632,0.7442981315526473,0.7444487401280122,0.744573870294612,0.7447621378786737,0.745055823756829,0.7453720703858,0.7453904294026549,0.7455171622470909,0.7455936458969774,0.7458702990076983,0.7461612809801352,0.746177169083428,0.7462741940068216,0.7465363071906352,0.7466523573926738,0.7467787497401295,0.7468092671545006,0.7470156620922273,0.7470224265098369,0.7472097506616996,0.747216533464038,0.7473778444956276,0.7474679600255834,0.7475433555558555,0.7475999108874085,0.7481803370637099,0.748213016417064,0.7483470819188089,0.7483477288708121,0.7484091023142456,0.7486424472216919,0.7488025750393758,0.7490368239222711,0.749085223324452,0.7491939033065629,0.7492629645528616,0.7493040599788947,0.749449739102306,0.7496206200510906,0.7496968216106621
2885.0,2.4424906541753444e-15,0.008684230729356202,0.00889892889315469,0.009046219964867985,0.009270294156527803,0.009573290404441992,0.009671456485085606,0.009834996981226918,0.009952379377595078,0.010238893269398752,0.8110146766376932,0.8111577574866614,0.8114583141232223,0.811579662966568,0.8118448387524542,0.8120566750798213,0.8120933050477064,0.8123011305898485,0.8124155904337563,0.8125306125690791,0.8128085541911858,0.8129066296424324,0.8129476076189777,0.812992614307925,0.8131169945057503,0.8132587300788132,0.8134029953409678,0.8136029852974972,0.8136379142996769,0.8137737346706131,0.8138589788097128,0.8141178644405498,0.8141232118906918,0.8142473281479561,0.8144476221887085,0.8145431651792183,0.8146386750606774,0.8146652100479777,0.814725427048379,0.8149705769567133,0.8150461149392183,0.815087459187981,0.8151311995076762,0.8152099317634285,0.8153746826308419,0.8153959511822635,0.8154867382778016,0.8154927242426988,0.815645493204433,0.8157151434373946,0.8158918220905105,0.8159133715247943,0.8159285597178999,0.8159758955618408,0.8160832052713096,0.8161237497067274,0.8162274734078557,0.816251139792638,0.8163775200440304,0.8164034968090624,0.8164592926616543,0.8165180539090209,0.8165866323110075,0.81664312212413,0.816795689348833,0.816839859979119,0.8169887085249014,0.8170025735198833,0.8171343633961278,0.8171872386605787,0.81720935942811,0.8173236780648598,0.8173915808961023,0.8174570522818192,0.8174763141290573,0.8175108732883409,0.8175697982626712,0.8175980130547296,0.8176385206934406,0.8176894835797213,0.8177324911683326,0.8178327535062623,0.8178457917271248,0.8178992445796208,0.8180065500456637,0.8180733400653182,0.8180849998373706,0.8181319269939911,0.8181804294189571,0.8182547899991995,0.8182909128625652,0.8183867274385378,0.8184064218267725,0.8184447013009051,0.8184917566402916,0.8185270014665903,0.8185939269479825,0.818612317111474,0.818622594945426,0.8187186116419439
7441.0,-3.774758283725532e-15,0.009456717889564814,0.00956928440642224,0.009670136996491108,0.009747390502157671,0.009774366600730833,0.009903034347623185,0.010061022591037028,0.0101521686592696,0.010160989549597432,0.84496671655426,0.8455764919123123,0.8457092849859291,0.8457840720748343,0.8459751657497813,0.8461642313612312,0.8462454913729729,0.8463780074148569,0.8464028706146624,0.8465857231211436,0.8468243646522635,0.8469050668878677,0.8469425021257246,0.8469865661280721,0.8470855841063119,0.8471820089984681,0.8471908361238379,0.8472504757928196,0.8474433452477771,0.8476296843980291,0.8476353799238135,0.8477359315688303,0.8477668326852568,0.8478207621550927,0.8478890918254041,0.8479244139727591,0.8479684934467772,0.8480551338205692,0.8480576558095622,0.8481226232385966,0.8481571517619696,0.8482053540652807,0.8482702007325917,0.8482762679782629,0.8484128667394789,0.8484276395883102,0.8484346359459162,0.8484851281658937,0.8485876145417179,0.8486643535358998,0.84867308539795,0.8487088350713308,0.848717751010361,0.8488141719498214,0.8488503515024173,0.8489264789202535,0.8489543202664921,0.8490236558650504,0.849063710910223,0.849094775173248,0.8491261218305457,0.8491344121992948,0.8491692280896865,0.8492187102335352,0.8492811226610625,0.8493300376305772,0.8493342937706434,0.8493816922886819,0.849391133291646,0.8494681608062087,0.8494736212298553,0.8495797848621873,0.8495903073409731,0.8496188845148867,0.8496687022472731,0.8496864903437874,0.8497049167217541,0.8497467079381142,0.8497781514127813,0.8498501208077456,0.8498526380525833,0.8498955795383505,0.8499444481391292,0.8499562230903102,0.8500358905391123,0.850056283860484,0.8501327879089488,0.8501383588762105,0.8501609496699454,0.850178225430507,0.8502312785191249,0.8502378055102506,0.8502442099439987,0.8502539999557696,0.8502817985290143,0.8503375650904152,0.8503870798896791,0.8504006701105662,0.8504318771188667,0.8504839052819808
11949.0,-1.7763568394002505e-15,0.009579280348257724,0.00968879273527301,0.009727818919459286,0.009862827739928193,0.009929301267036394,0.009958880231587308,0.009976835838943265,0.010069509520337139,0.010220143365876178,0.8653595799074764,0.8657030538529306,0.8663083825791742,0.866492039025867,0.86656409745417,0.8666212293922149,0.866884662812793,0.8669422745212146,0.8670020500355173,0.8670159764332106,0.8671016063790028,0.8671805440622805,0.8671933592544324,0.8672176531956911,0.8673058868683861,0.8673306086277335,0.867359979254618,0.8673691257316457,0.8674114962980951,0.8674426744576392,0.8674683148752109,0.8674978511376183,0.8675082372319601,0.8675532996371065,0.8676047930349622,0.8676972945269992,0.867715767154265,0.8678213488927226,0.86783494873164,0.8678504219881882,0.867911128123128,0.8679451143109906,0.8679457815874789,0.867973989514927,0.868050722643949,0.8680743399255266,0.8680891204588432,0.8681069651090496,0.8681271233997588,0.8681613364485137,0.8681738273919529,0.8682938932642403,0.8683306166298206,0.8683545005263016,0.8683804306101112,0.8684000864159607,0.8684502441488093,0.8684581761250972,0.868507648665622,0.868514715843562,0.8685305858618392,0.8685427641601681,0.8685718296861181,0.8686191190508006,0.8686419839544128,0.8686421367235388,0.8686955769098872,0.8687182138287562,0.8687682179017087,0.8687767023684091,0.8688129250399576,0.8688477889183476,0.8688489055005433,0.8689064606454769,0.8689657984280839,0.8689728456129717,0.8690237091415989,0.8691011434711916,0.8691053477241595,0.8691244961588344,0.8691476929996839,0.8691754895390476,0.8691923828926089,0.8691967507040583,0.869242308743439,0.869282471674245,0.8693039146664813,0.8693276278640145,0.8693593048049054,0.8693647146563859,0.8693851005277156,0.8694418382644313,0.8694601117224459,0.8694730958885045,0.8694948914805803,0.8695321447102781,0.8695571661764228,0.8695598648492856,0.8695709161022807,0.8696049521675117
18056.0,-4.218847493575595e-15,0.009634142277865188,0.009699517793149925,0.009748550143290458,0.00979813354150616,0.009895582618237309,0.009947957410521457,0.010020383963947554,0.010069609194886309,0.010269932652655411,0.8802781837695732,0.8804085270931604,0.8804703707320064,0.8805805171288806,0.8807188795358253,0.8807658747812159,0.8808223272636503,0.8808256068618618,0.8808596802527562,0.8808978607428454,0.8809586695428715,0.8810122966665291,0.8810714483841937,0.8810819225057253,0.8811737606396401,0.8811935142925942,0.881235230036602,0.8812591217939323,0.8813131585631088,0.8813222171607602,0.8813290546544007,0.8813687906858056,0.8813875580875458,0.8814556724356214,0.8815543614271146,0.8815591248045015,0.8815972752405067,0.8816531785083506,0.8816679098051917,0.881701029165356,0.8817129642435636,0.8817651281449951,0.8817766713547815,0.8817889406981659,0.8818365191028112,0.8818488257114091,0.8818695222727393,0.8818821571926037,0.8819268866234704,0.8819355694180884,0.8819636416063854,0.8819707553653953,0.8820022912922276,0.8820190780724606,0.8820288723218096,0.8820415688873936,0.882064118830579,0.8820834699387219,0.8821310713110135,0.8821321416603385,0.8821567320851016,0.8821788345370597,0.8821949516313813,0.8822171600004678,0.8822628842455645,0.8822781182318802,0.8822787002866112,0.8822812098620904,0.8823230511133624,0.8823716235457816,0.882403434651028,0.8824102379764988,0.8824234259504654,0.8824348095869796,0.8824728103566783,0.8824932338183297,0.8825333540355254,0.8825367615996993,0.8825875976101345,0.8825921508498049,0.8825958886838654,0.882636161787374,0.8826612519294249,0.8826877122669026,0.8827006579680545,0.8827010823348022,0.882752032437766,0.8827661174492754,0.8827716106420701,0.88278994351507,0.8828044894589083,0.8828479306465841,0.8828684737756056,0.8829019620279532,0.8829185837203448,0.8829318768325586,0.8829667718078462,0.8829925378860842,0.8830483354715116,0.8830523258319529
276.0,-1.5543122344752192e-15,0.017302561384852644,0.018170171879331787,0.018278783789540287,0.018812536924395218,0.019452135764068013,0.019735353885328877,0.02036044714902363,0.02070167682596058,0.021548624470878908,0.7319693540294612,0.7336379250731238,0.7351058853204108,0.7352593048240508,0.7361904752526964,0.7367180378201985,0.7369808142184311,0.7376617491203113,0.7378457654848436,0.7379924732935526,0.7382063241438754,0.7387657436146735,0.738835433239777,0.7389344345740587,0.739366823658387,0.7395121388453025,0.7399376677927445,0.7400328386040786,0.7402302448279823,0.7409703935038437,0.7410527314589451,0.7414570317477915,0.7417540134264019,0.7421019246762988,0.742329989819237,0.7423453953171557,0.7425352332697528,0.7426835813158557,0.7428096846427592,0.7431974802845471,0.7432036428848805,0.7435048394875925,0.7435621197134921,0.7436815831753784,0.7437174598829102,0.7438255498741916,0.7439237791477972,0.7443248586387512,0.7444280971405192,0.7445900707670462,0.7446270565780565,0.7448352147658306,0.7451110218413348,0.7452377143623241,0.7454683305987015,0.7455042111148662,0.7456611913393812,0.7459199416343993,0.7461448897201051,0.746465443778279,0.7465074447957741,0.7466865165377613,0.7468050864064384,0.7469123309678121,0.7469601728171823,0.7470846769574868,0.7472199766400675,0.747410926206487,0.7475441414662201,0.7479103445403582,0.7479463203950562,0.7480181819233309,0.7481027627844541,0.7481057611034607,0.7481282831617098,0.7482841662648949,0.7483974157085038,0.7485056820411273,0.7485640812201633,0.7486805828082841,0.7487430255121332,0.7489612928198548,0.7490962442762112,0.7491814817604181,0.7492838598914917,0.7494200422402844,0.7494323255604789,0.7496526474814178,0.7497952976324214,0.749839952862346,0.7500102918075794,0.7500912818979721,0.7501899118097923,0.7501982779649732,0.7503834853241851,0.7504487854632254,0.7505176392505575,0.7506910321372866,0.7507161523412377,0.7508814023912853
3369.0,-1.5543122344752192e-15,0.018122781785000597,0.018593326254962905,0.01879492103744873,0.018994295625231472,0.019054957341870682,0.019097926025766432,0.019462353678091127,0.01953525312962756,0.01995972904138621,0.8105697032136222,0.8106249568078717,0.8109904899824054,0.8114557218279275,0.8118895704435082,0.8122757064768116,0.8124332184302021,0.8125684734320291,0.8127512542530199,0.8130285356948026,0.8132120618204175,0.8132969989878345,0.8134222124390431,0.8136332858781716,0.813894621158475,0.8139558776481465,0.8140968580041607,0.8142637195698719,0.8142727863343775,0.8142978404871517,0.8143697914119722,0.8145393551810964,0.8146275655468719,0.8147155490612276,0.8148981233451866,0.8149173472695852,0.8150992967356286,0.8151237614283406,0.8151858085968549,0.8153439081789433,0.8153915145995931,0.8154611657549229,0.8155387638098534,0.8155626347896456,0.8156202161871913,0.8157004961457952,0.8157973441672046,0.8159251312324564,0.8159442452409081,0.8160352738628947,0.8160738843566114,0.8161715229402022,0.8161781977317409,0.8162230634324033,0.8163083040660961,0.8163836517371706,0.8164392888148413,0.8165212269689172,0.8165678367048558,0.8167436841701012,0.8167513804174904,0.8168669974320227,0.8169216338734755,0.8169602777580764,0.8170650149217262,0.8171567987543595,0.8172344349626449,0.8172885706067703,0.8173026554556024,0.817329342200275,0.8174413774915875,0.8174476290751707,0.8175276215681365,0.8175991643146179,0.8177409923505534,0.8177594234738146,0.8177733250174415,0.8178056321283396,0.8179412654148559,0.8180172086364481,0.8180587040741025,0.8180943297423932,0.8182736904685644,0.8183064557740928,0.8183404627842294,0.8183518220504256,0.8183758316142322,0.8184576061307778,0.8185208396050611,0.8185566938242943,0.8185958603134693,0.8187295196511695,0.8187651825561021,0.8187947088372327,0.8188069660394026,0.8188542823418238,0.8189452444126579,0.8189990849159592,0.8190082579309996,0.8191063747696076
7476.0,-2.4424906541753444e-15,0.018673204347932515,0.01903382796890918,0.01926901277709625,0.019338848595225278,0.019399855381803,0.019458174032113695,0.01983810279313214,0.020143356262757317,0.020229643478328008,0.8461931273025993,0.8463981971532741,0.8464810457728412,0.8467298533061308,0.8467968958544592,0.8469551361032572,0.847046918698408,0.8470657623210811,0.847175489615818,0.8471875823353847,0.8472829407926925,0.8474340378842244,0.8474749682650027,0.8474967911897957,0.8475741532705359,0.8476374793232679,0.8477590422655453,0.8477724723048109,0.8478628039312017,0.8479020477159227,0.8480069057901892,0.848011887030314,0.848023633253089,0.8481189609330274,0.8481431525078772,0.8482663693596941,0.8483333391183904,0.8483352509997462,0.848378569872948,0.8484566406206165,0.8485456065802564,0.8485860100439611,0.8486310894823839,0.8486765891628376,0.8487243041563968,0.8488264281643256,0.8488297282438378,0.8489480595047401,0.8489843425555521,0.8489980997548265,0.8491011854347824,0.849113112390887,0.8491566972765916,0.8491834809366314,0.8492454136330024,0.8492624860683319,0.8493426407618366,0.8493506309710435,0.8494284295494191,0.8494343535190313,0.8494887121850387,0.8495340506743767,0.8495435744882956,0.849565908976105,0.849628551481064,0.8496463566739596,0.8496724984627931,0.8497197971198325,0.8498076649490156,0.8498159146103794,0.8498281527613827,0.849920488342708,0.8499326479024872,0.8499629600080505,0.8500098486955104,0.850023092776502,0.8500482147251017,0.8500798790966932,0.8501478280053868,0.8501721650366232,0.8501865711228725,0.8502137171067532,0.850243767076643,0.8502465244645794,0.8503011040567974,0.8503559351855607,0.8503804705120995,0.8504034675372768,0.8505062262838701,0.8505274078574525,0.8505349231095,0.8505610773527766,0.8505906808037225,0.8506073954917462,0.85068072744682,0.8506909702010026,0.8507326722904354,0.8507699332211871,0.8507878070540436,0.850791095546304
12021.0,-2.220446049250313e-16,0.018971091017500386,0.019140590461953377,0.019236999210024974,0.01926880321636293,0.01939811348270082,0.01953470810446767,0.019624800555470445,0.019661312170320633,0.019976283016045926,0.8659567614207777,0.8663922477566229,0.8664862034149449,0.8665133456561761,0.8666568342046701,0.8667728304623368,0.8672513971200899,0.867362321950277,0.8674320864073711,0.8674554354667504,0.8675213742963623,0.867635407877793,0.8677035184845446,0.8677076893925184,0.8677871015090708,0.8678902865781049,0.8679185526597204,0.8679372003469985,0.8680448982080762,0.8680558560383261,0.868067873237639,0.8681489210937005,0.8681585135098829,0.8682260115480388,0.8682345359552996,0.8683273644562302,0.8683358064903286,0.8683597502752849,0.8684316580520878,0.8684465575352263,0.8684609023817387,0.8684794879239339,0.8685302281108005,0.8685578277526651,0.8686087160042908,0.8686245825509794,0.868688631781537,0.8687642481868725,0.8687761234762835,0.8688560794045006,0.8688597785898666,0.8688897120709395,0.868960233635088,0.8689743504518845,0.8690156357298969,0.8690993185503287,0.8691223688508253,0.8691267176695212,0.8691494000865571,0.8691679508290939,0.8691698392997386,0.8692108556762057,0.869241215149921,0.8692592296293453,0.8693169631154791,0.8693558711909052,0.8693923878069012,0.8694446652695835,0.8694710029656391,0.869483599977221,0.8695096898735717,0.869526029783356,0.8695428506738815,0.8695920218609655,0.8696191999057898,0.8696360115937767,0.8696393201990403,0.8696853064448584,0.8696874469382764,0.869706675492617,0.8697209916598435,0.8697711402688071,0.8697796704707732,0.8698375136471813,0.8698877444089794,0.8698934285585094,0.8699211603646899,0.8699699552868316,0.8699910081919463,0.8699972813295902,0.8700369517436463,0.8700478448144501,0.8700649972057967,0.8700856749868179,0.8701308793751266,0.8701345178904609,0.8701543938118169,0.8701814433692456,0.8702085396922153,0.8702164371435211
17961.0,-4.440892098500626e-16,0.019060649419425424,0.019178908238691617,0.019277853055237992,0.01932013667244925,0.019453711458462086,0.01959981090259666,0.01961345124959124,0.019766491255633123,0.020184410856767587,0.8801685074230763,0.8805915172563744,0.8806377685085393,0.8808249846089351,0.8808998847984743,0.8810120447173635,0.881042130980755,0.8811669960666113,0.8812724855008096,0.8813090314042202,0.8813921395291164,0.8815127423536273,0.8815247758072977,0.8816201117643141,0.8816640190213769,0.8817223032119037,0.8817628274758618,0.8817727899170192,0.8818813622291843,0.8818917178013438,0.8819310352340388,0.8819385872161498,0.8820101257743836,0.8820135804260445,0.8820168781318405,0.8820713438616038,0.8820889632862305,0.8821350315415804,0.882150901206862,0.8821729803199039,0.8821953364044073,0.8822617356348348,0.8822811098071076,0.8823019591898222,0.882316280814035,0.8823600763536332,0.8823664417620323,0.8824013918048124,0.8824256018745176,0.8824738681891937,0.8824754863430281,0.8824986814007244,0.8825014255867829,0.882531951999033,0.8825442960762816,0.8825527131764112,0.8825631446142627,0.8826375206441203,0.8826486972182568,0.8826846456415993,0.8826994573656795,0.8827491968354697,0.8827515858093749,0.8827662006632525,0.8827689029747752,0.8827888357924839,0.882821986254945,0.8828647169975502,0.8828762019627975,0.8828903022192567,0.882893114407125,0.8829003645542528,0.8829651214707969,0.8829733234859474,0.8829813504266005,0.8829979960577223,0.8830204702489867,0.8830453134258117,0.8830796874865605,0.8830826499294008,0.8831019523132617,0.883168629148356,0.883182992711394,0.8831950560235174,0.8832033028147924,0.8832453168806218,0.8832513653180734,0.8832749451571251,0.883288302239991,0.8833072626566282,0.8833303318039678,0.8833477800768446,0.8833825399739069,0.8833876768580007,0.8833972345924845,0.883441427643868,0.8834474811922287,0.8834744040190314,0.8834993249067512,0.8835013550839164
